BuildTs,DAF,DateSigned,DocStatus,EIN,FileSha256,FileSizeBytes,FormType,GrossReceipts,GroupAffiliatesIncluded,GroupExemptionNumber,GroupReturnForAffiliates,IndexedOn,LegalDomicileCountry,LegalDomicileState,ObjectId,OrgType,OrganizationName,ReturnTs,ReturnVersion,SubmittedOn,TaxPeriod,TaxPeriodBeginDate,TaxPeriodEndDate,TaxStatus,TaxYear,TotalAssetsBkEOY,TotalExpensesCY,TotalLiabilitiesBkEOY,TotalNetAssetsBkEOY,TotalRevenueCY,URL,Website,YearFormed,ZipFile
2025-03-06T01:10:19Z,FALSE,2025-03-04,"",831957856,4952992174183ff7f0effa114e387245865b9c0dfb636e3163c70e23756f8f90,20028,990EZ,,,,,2025-04-24,"","",202530639349201128,Corp,MEAGHER COUNTY STEWARDSHIP COUNCIL,2025-03-04T20:08:54Z,2024v5.0,2025-03-04,2024-12-31,2024-01-01,2024-12-31,501c3,2024,36076,96412,,36076,112379,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530639349201128_public.xml,www.meaghercountystewardshipcouncil.org,,
2025-03-06T01:10:19Z,FALSE,2025-02-06,"",930823122,060d485ad1fee6fbce8d906844f8119382a4ba92e977f1caf17252c420709390,34631,990,130708,,,FALSE,2025-04-24,"",OR,202530389349300723,Corp,Sawdust Theatre,2025-02-07T18:36:35Z,2024v5.0,2025-02-06,2024-12-31,2024-01-01,2024-12-31,501c3,2024,920647,131882,0,920647,130708,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530389349300723_public.xml,www.sawdusttheatre.com,1982,
2025-03-06T01:10:19Z,FALSE,2025-03-06,"",742438012,53ff72fcd24d922dcf53aa7f80d6b2ad33523c64edc695d5b2fc2ed324447de2,51778,990,445705,,,FALSE,2025-04-24,"",AZ,202500729349301350,Corp,GLOBAL OUTREACH INC,2025-03-13T19:51:24Z,2024v5.0,2025-03-06,2024-12-31,2024-01-01,2024-12-31,501c3,2024,143365,475903,0,143365,445705,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500729349301350_public.xml,www.global-outreach.net,1986,
2025-03-06T01:10:19Z,FALSE,2025-02-06,"",850730518,5fe07b8862d9ebe3d371b2e7dfd8e8d0965e45d5d36d6e89c67818cd8d912714,22299,990,137452,,,FALSE,2025-04-24,"",FL,202520389349300727,Corp,FAIRYTAIL ENDINGS RESCUE INC,2025-02-07T19:01:42Z,2024v5.0,2025-02-06,2024-12-31,2024-01-01,2024-12-31,501c3,2024,2300,138499,3541,-1241,137452,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520389349300727_public.xml,"",2020,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",753149358,fb857f4cf29c478122c6fc0fa750363031cda7dca2d6c0b338f9e28c5c3f113f,28929,990,633325,,,FALSE,2025-04-24,"",TN,202530459349301878,Corp,WAGS AND WHISKERS PET RESCUE INC,2025-02-14T22:11:08Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,125219,580671,117371,7848,633325,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530459349301878_public.xml,www.wawpr.org,,
2025-03-06T01:10:19Z,TRUE,2025-02-05,AddressChange,862023166,afd8a537e439bc5047aad48676e62559a65e486af86f0156caa3955acb9f8bed,38205,990,831840,FALSE,,FALSE,2025-04-24,"",TN,202500369349301620,Corp,LIFESTYLE MEDICAL MINISTRY,2025-02-05T21:50:46Z,2024v5.0,2025-02-05,2024-12-31,2024-01-01,2024-12-31,501c3,2024,26826,893335,31421,-4595,831840,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500369349301620_public.xml,www.lifemedclinic.org,2021,
2025-03-06T01:10:19Z,FALSE,2025-02-12,"",542069625,879e36f6b383dd8d0a66c565393584996c7f328fd7f2b55ebca97792198264c1,11201,990EZ,,,,,2025-04-24,"","",202500439349200715,Corp,The Upper Etowah River Alliance Inc,2025-02-12T15:37:13Z,2024v5.0,2025-02-12,2024-12-31,2024-01-01,2024-12-31,501c3,2024,16158,21270,8231,7927,20105,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500439349200715_public.xml,"",,
2025-03-06T01:10:19Z,FALSE,2025-03-14,"",261300404,5352031ad5ce9bbc83fafdcbfb9f9324f3dd822a9bab3dbc9453989a75b877ac,14572,990EZ,,,,,2025-04-24,"","",202510769349200801,Corp,ADVITA FUND USA,2025-03-16T05:15:55Z,2024v5.0,2025-03-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,12151,67642,0,12151,47213,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510769349200801_public.xml,http://www.advitausa.org/,,
2025-03-06T01:10:19Z,FALSE,2025-02-12,"",461773899,a7b00e97defb363cd404c61894c7899e7b6d8764e9c1e282752f67e37a19a2a6,28817,990,252132,,,FALSE,2025-04-24,"",MT,202500519349301420,Corp,ELK RIVER ARTS & LECTURES,2025-02-20T20:48:24Z,2024v5.0,2025-02-12,2024-12-31,2024-01-01,2024-12-31,501c3,2024,100114,207467,2124,97990,252132,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500519349301420_public.xml,"",2013,
2025-03-06T01:10:19Z,FALSE,2025-02-05,"",743045849,943d796979a7cf3738d7f756ffe485929bbce8104751e4c2f65397c4c8c1956d,15227,990EZ,,,,,2025-04-24,"","",202540739349200619,Corp,QUIET CREEK HERB FARM & SCHOOL OF COUNTRY LIVING,2025-03-14T21:20:25Z,2024v5.0,2025-02-05,2024-12-31,2024-01-01,2024-12-31,501c3,2024,175288,84350,6594,168694,98267,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540739349200619_public.xml,WWW.QUIETCREEKHERBFARM.ORG,,
2024-10-15T13:58:12Z,FALSE,2025-01-18,"",814853822,a866d74e14b93bc75a05e3ac10d80bf04d574448fbc782178e4c1492e96dc5b4,12851,990EZ,,,,,2025-04-24,"","",202500199349200200,Corp,EAST TEXAS SHELTERING ARMS COALITION,2025-01-19T13:17:43Z,2024v5.0,2025-01-18,2024-12-31,2024-01-01,2024-12-31,501c3,2024,481163,39656,,481163,85733,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500199349200200_public.xml,www.shelteringarmscoalition.com,,
2025-03-06T01:10:19Z,FALSE,2025-01-30,"",270461322,3a1bbd57322bae53b0a799fc5d43f4e833f8a0ef0a166d833cfa422db0f4d13f,10781,990EZ,,,,,2025-04-24,"","",202530329349200708,Corp,LIPIZZAN RESCUE FOUNDATION INC,2025-02-01T13:02:29Z,2024v5.0,2025-01-30,2024-12-31,2024-01-01,2024-12-31,501c3,2024,92561,65485,0,92561,65889,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530329349200708_public.xml,WWW.SAVEOURLIPS.COM/,,
2025-03-06T01:10:19Z,FALSE,2025-02-13,"",811369915,3b5951f0acbcffcf4d956afe54d606c1be0fdb74e829635e3f85731e681546ed,27473,990,428829,,,FALSE,2025-04-24,"",TX,202510509349301951,Corp,TOGETHER FOR HAITI,2025-02-19T22:33:46Z,2024v5.0,2025-02-13,2024-12-31,2024-01-01,2024-12-31,501c3,2024,147324,408023,0,147324,428829,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510509349301951_public.xml,WWW.TOGETHER4HAITI.ORG,2016,
2025-03-06T01:10:19Z,FALSE,2025-03-05,"",842412702,e19300a4a3257fa13b107ebbd51a2204a5e009c82fb46cc1448efb5a0d0bdb15,36570,990,1581778,,,FALSE,2025-04-24,"",NC,202500649349300535,Corp,SAVING NATURE INC,2025-03-05T22:09:16Z,2024v5.0,2025-03-05,2024-12-31,2024-01-01,2024-12-31,501c3,2024,1258234,1263206,0,1258234,1581778,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500649349300535_public.xml,SAVINGNATURE.COM,2019,
2025-03-06T01:10:19Z,FALSE,2025-03-01,"",851115587,3d058ddc6a58264deca8705ee169478068c775e85724f5d45038196ac2040990,23423,990,305460,,,FALSE,2025-04-24,"",MA,202520609349300217,Corp,CLIMATE FINANCE ACTION INC,2025-03-01T17:50:41Z,2024v5.0,2025-03-01,2024-12-31,2024-01-01,2024-12-31,501c3,2024,114280,356412,6111,108169,305460,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520609349300217_public.xml,WWW.CLIMATEFINANCEACTION.ORG,2020,
2025-03-06T01:10:19Z,FALSE,2025-02-04,"",454103375,fd147ba01a31e22686b7a718c97bc36a412bbb955fa812da62bb5e15338e906d,14381,990EZ,,,,,2025-04-24,"","",202520539349200517,Corp,UMBRELLA OF HOPE,2025-02-22T17:27:29Z,2024v5.0,2025-02-04,2024-12-31,2024-01-01,2024-12-31,501c3,2024,38747,50838,12738,26009,76847,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520539349200517_public.xml,WWW.BEOURPET.ORG,,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",237263891,3148e46eb1a0d61f68dfd893c636b895ffb52b2136dbdc240b23b515d1c328b2,15731,990EZ,,,,,2025-04-24,"","",202510459349201321,Corp,ARTS COUNCIL OF ROCKLAND INC,2025-02-14T21:58:31Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,92604,116703,14012,78592,118552,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510459349201321_public.xml,"",,
2025-03-06T01:10:19Z,FALSE,2025-03-17,"",411707647,a0eae05a7e60a664d557c50b43cab5d7b01177252d6c50683aebbff3c111b942,35592,990,252256,,,FALSE,2025-04-24,"",MN,202510769349300701,Corp,Outlook Health Services Inc,2025-03-17T10:52:38Z,2024v5.0,2025-03-17,2024-12-31,2024-01-01,2024-12-31,501c3,2024,187277,281696,381,186896,252256,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510769349300701_public.xml,www.outlookclinic.org,1991,
2025-03-06T01:10:19Z,FALSE,2025-03-04,"",474612125,2bc856f0c100a73dddca7fc43b4d7aecd17a1ce98577695180aa741ed7ec60ec,45520,990,457264,,,FALSE,2025-04-24,"",TX,202530639349301113,Corp,HOMELESS GAY KIDS - HOUSTON,2025-03-03T22:59:42Z,2024v5.0,2025-03-04,2024-12-31,2024-01-01,2024-12-31,501c3,2024,172680,500774,12752,159928,441152,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530639349301113_public.xml,https://tonysplace.org/,2015,
2024-10-15T13:58:12Z,FALSE,2025-01-22,"",834145075,d12337043aa68bcd8f7040915959dd8453e217610921df9f1d8ca4a5d94dfb1d,48344,990,496501,,,FALSE,2025-04-24,"",CA,202530229349300403,Corp,CAT LOUNGE RESCUE AND ADOPTION CENTER,2025-01-22T12:57:59Z,2024v5.0,2025-01-22,2024-12-31,2024-01-01,2024-12-31,501c3,2024,27431,489521,0,27431,493501,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530229349300403_public.xml,www.thecatlounge.org,2019,
2025-03-06T01:10:19Z,FALSE,2025-03-09,"",743230332,4aac6a18d0e7371a1baa2d341f73a8f4e8e2910fc9485fca9ec765d7e858717d,52478,990,267509,,,FALSE,2025-04-24,"",NM,202500699349300850,Corp,ANIMAL-KIND INTERNATIONAL,2025-03-09T22:58:36Z,2024v5.0,2025-03-09,2024-12-31,2024-01-01,2024-12-31,501c3,2024,415073,168172,0,415073,267509,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500699349300850_public.xml,https://www.animal-kind.org/,2007,
2025-03-06T01:10:19Z,FALSE,2025-01-27,"",592085222,33720085ead01c1f8074866f18adeda0922d0e534aa88d70902ea37e14a25f73,24360,990,702683,,,FALSE,2025-04-24,"",FL,202530429349301688,Corp,BEACHES COUNCIL ON AGING,2025-02-11T23:32:06Z,2024v5.0,2025-01-27,2024-12-31,2024-01-01,2024-12-31,501c3,2024,661802,487468,79,661723,702683,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530429349301688_public.xml,WWW.BEACHESDIALARIDE.COM,,
2025-03-06T01:10:19Z,FALSE,2025-03-08,"",261280067,d259eed8170bbe190f4e64423273bfa537027c44f254c73fb7394af22b4b099a,18752,990EZ,,,,,2025-04-24,"","",202540699349201054,Corp,EAST METRO HEALTH DISTRICT MEDICAL RESERVE CORPS INC,2025-03-08T17:32:58Z,2024v5.0,2025-03-08,2024-12-31,2024-01-01,2024-12-31,501c3,2024,148936,68893,0,148936,84404,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540699349201054_public.xml,https://mrcgem.com,,
2024-10-15T13:58:12Z,FALSE,2025-01-03,"",461458976,1b37aab5243680233919bddd77375bddafc4cc90c7b1fe1a2892e5a77358626e,33083,990,403012,,,FALSE,2025-04-24,"",AZ,202500159349301160,Corp,ARIZONA THEATER MATTERS,2025-01-15T16:29:27Z,2024v5.0,2025-01-03,2024-12-31,2024-01-01,2024-12-31,501c3,2024,32197,0,0,32197,403012,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500159349301160_public.xml,https://arizonatheatrematters.org,2012,
2025-03-06T01:10:19Z,FALSE,2025-02-15,"",841530392,e2c4a8186c2f4046c7a986f07804b54f611d2e1469058e662137bb0176935404,18435,990,152437,,,FALSE,2025-04-24,"",CO,202510699349300601,Corp,SAN LUIS VALLEY ANIMAL WELFARE SOCIETY INC,2025-03-10T04:48:45Z,2024v5.0,2025-02-15,2024-12-31,2024-01-01,2024-12-31,501c3,2024,528071,182427,0,528071,152437,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510699349300601_public.xml,"",2010,
2025-03-06T01:10:19Z,FALSE,2025-02-20,"",222928661,d51ee748e1e99bcc9173205b1e03e040486ce22e35ff654bfa1848c2661f46f2,43283,990,759006,,,FALSE,2025-04-24,"",NJ,202510519349301801,Corp,CENTRAL JERSEY HOUSING RESOURCE CENTER,2025-02-20T20:45:48Z,2024v5.0,2025-02-20,2024-12-31,2024-01-01,2024-12-31,501c3,2024,610260,736889,62224,548036,754099,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510519349301801_public.xml,WWW.CJHRC.ORG,1994,
2025-03-06T01:10:19Z,FALSE,2025-02-15,"",843112477,072210f733b6bc7955db3b8b5608722e073cf53b2f901a3d879bebd4e92ef461,30367,990,421142,,,FALSE,2025-04-24,"",GA,202510589349301421,Corp,THE EXCEPTIONAL WAY INC,2025-02-27T18:15:30Z,2024v5.0,2025-02-15,2024-12-31,2024-01-01,2024-12-31,501c3,2024,733124,261880,0,733124,421142,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510589349301421_public.xml,"",2019,
2025-03-06T01:10:19Z,FALSE,2025-02-25,"",43213321,337e2b8a7e8851e0f49b23d1080115970412617188aa311cacfe52ac4d419e17,34638,990,551094,,,FALSE,2025-04-24,"",MA,202510599349301411,Corp,Self Esteem Boston Educational Institute Inc,2025-02-28T18:59:18Z,2024v5.0,2025-02-25,2024-12-31,2024-01-01,2024-12-31,501c3,2024,785995,528843,93740,692255,551094,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510599349301411_public.xml,www.selfesteemboston.com,1993,
2025-03-06T01:10:19Z,FALSE,2025-03-11,"",262969004,a419962fca3016fef593450c5fae241d24d33f9ea8c3fb02c94bf3c9afc9aeba,49085,990,1389626,,,FALSE,2025-04-24,"",CO,202500709349301455,Corp,MOUNTAINS AND PLAINS INSTITUTE FOR LIFELONG LEARNING AND SERVICE INC,2025-03-11T21:40:13Z,2024v5.0,2025-03-11,2024-12-31,2024-01-01,2024-12-31,501c3,2024,1343503,1305050,12476,1331027,1389626,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500709349301455_public.xml,www.mpills.org,2008,
2025-03-06T01:10:19Z,FALSE,2025-02-06,"",821437264,5d04a551dc655db35515f773ea088d11bfe53e5c30cf174a72571e926195e207,37937,990,383247,,,FALSE,2025-04-24,"",IL,202510379349301211,Corp,BLACK GIRLS DANCE,2025-02-06T16:32:39Z,2024v5.0,2025-02-06,2024-12-31,2024-01-01,2024-12-31,501c3,2024,152397,375830,5361,147036,383247,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510379349301211_public.xml,Blackgirlsdance.org,2021,
2025-03-06T01:10:19Z,FALSE,2025-01-27,"",852247303,68631ebcae628b670ac2389a1af22a6a4d0c38de2dde45e8b6e54ffa288f136b,24945,990,405579,,,FALSE,2025-04-24,"",TX,202530459349301563,Corp,THE CONVERSATION GROUP,2025-02-14T18:32:46Z,2024v5.0,2025-01-27,2024-12-31,2024-01-01,2024-12-31,501c3,2024,262226,291482,3080,259146,405579,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530459349301563_public.xml,"",2020,
2025-03-06T01:10:19Z,FALSE,2025-02-13,"",160755742,160388e789b120012956d8fac6998c5870853af2f7938fff5637fca6d9090e5e,28462,990,124790,,,FALSE,2025-04-24,"",NY,202520579349300012,Corp,CATTARAUGUS FREE LIBRARY,2025-02-26T14:32:10Z,2024v5.0,2025-02-13,2024-12-31,2024-01-01,2024-12-31,501c3,2024,603418,78374,0,603418,124790,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520579349300012_public.xml,www.cattarauguslibrary.org,1952,
2025-03-06T01:10:19Z,FALSE,2025-03-14,"",261695468,76a452b1a67aa267021de184616fa761616b16e9475b823c131ce191c18ebebe,48848,990,528980,,,FALSE,2025-04-24,"",VA,202540739349301784,Corp,ACCESS NOW INC,2025-03-14T20:37:13Z,2024v5.0,2025-03-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,831421,546905,5021,826400,509264,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540739349301784_public.xml,WWW.ACCESSNOWRVA.ORG,2007,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",721554892,2e7db60b57f4ab85200573e8e8acad195104d0b3f7879bcd02afb8e2a8d984f8,29490,990,431810,,,FALSE,2025-04-24,"","",202540739349300509,Corp,FULL CIRCLE WOMEN'S SERVICES,2025-03-14T12:48:50Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,534349,426474,117452,416897,426731,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540739349300509_public.xml,WWW.FULLCIRCLEFORWOMEN.ORG,,
2025-03-06T01:10:19Z,FALSE,2025-03-12,"",640931960,ced1d34a585453b2be5b37a48329e791432f833555d846a4894beff0b000ee10,32896,990,79311,,,FALSE,2025-04-24,"",MS,202540719349301614,Corp,Brothers Keeper Ministries,2025-03-12T19:34:43Z,2024v5.0,2025-03-12,2024-12-31,2024-01-01,2024-12-31,501c3,2024,174165,63182,0,174165,68833,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540719349301614_public.xml,"",2000,
2025-03-06T01:10:19Z,FALSE,2025-02-12,"",731165507,3f30cdd2609d2c2900ed7e0a39aff5d2fba91c673866b1d6bccf3454e186e242,27966,990,266221,,,FALSE,2025-04-24,"","",202530649349300238,Corp,BROADWAY HOUSE INC,2025-03-05T18:15:15Z,2024v5.0,2025-02-12,2024-12-31,2024-01-01,2024-12-31,501c3,2024,642419,308493,12211,630208,266221,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530649349300238_public.xml,OKDRS.GOV/GUIDE/BROADWAY-HOUSE-INC,1982,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",825300482,31ab91f459c86b1f506442772bf814ba9a7b2ef870f7e0b157fc9d1809794878,23858,990,289117,,,FALSE,2025-04-24,"","",202510519349300036,Corp,DUMAS EDUCATION AND SOCIAL MINISTRIES INC,2025-02-20T21:01:18Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,587948,195015,0,587948,289117,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510519349300036_public.xml,"",2018,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",463139416,1ba0c961d233feec5abce7e1c8365cc415febff14ddb2aaddb7b4c0a14496d67,32835,990,56882,,,FALSE,2025-04-24,"",MT,202540459349301719,Corp,Montana Wild Wings Recovery Center,2025-02-14T20:47:43Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,254193,58517,7979,246214,56882,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540459349301719_public.xml,wildwingsrecovery.org,2013,
2025-03-06T01:10:19Z,FALSE,2025-01-28,"",270181954,bab287eca0e8769a20e048dcb8307533d0c348e980827194a4f44a77a3b71f18,26074,990,523955,,,FALSE,2025-04-24,"",TX,202520429349301427,Corp,CONSUMER ENERGY EDUCATION FOUNDATION,2025-02-11T18:48:35Z,2024v5.0,2025-01-28,2024-12-31,2024-01-01,2024-12-31,501c3,2024,82564,484644,8665,73899,523955,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520429349301427_public.xml,CONSUMERENERGYFOUNDATION.ORG,2014,
2025-03-06T01:10:19Z,FALSE,2025-02-17,"",470859628,fca1b2a14bbf8e8e907fe14aabba7eb8e078c05d3b02d582fcda69ceec54b9cc,15094,990EZ,,,,,2025-04-24,"","",202530509349200213,Corp,CHOOSE LIFE MISSISSIPPI,2025-02-19T13:53:01Z,2024v5.0,2025-02-17,2024-12-31,2024-01-01,2024-12-31,501c3,2024,56999,119499,0,56999,130712,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530509349200213_public.xml,WWW.CHOOSELIFEMS.ORG,,
